Probe Name	 brain_MD_12	 brain_MD_61	 brain_MD_15	 brain_MD_57	 brain_MD_33	 brain_MD_64	 brain_MD_17	 brain_MD_62	 brain_MD_63	 brain_MD_32	 brain_MGlio_1	 brain_MGlio_2	 brain_MGlio_3	 brain_MGlio_4	 brain_MGlio_5	 brain_MGlio_6	 brain_MGlio_7	 brain_MGlio_8	 brain_MGlio_9	 brain_MGlio_10	 brain_Rhab_1	 brain_Rhab_2	 brain_Rhab_3	 brain_Rhab_4	 brain_Rhab_5	 brain_Rhab_6	 brain_Rhab_7	 brain_Rhab_8	 brain_Rhab_9	 brain_Rhab_10	 brain_Ncer_1	 brain_Ncer_2	 brain_Ncer_3	 brain_Ncer_4	 brain_PNET_1	 brain_PNET_2	 brain_PNET_3	 brain_PNET_4	 brain_PNET_5	 brain_PNET_6	 brain_PNET_7	 brain_PNET_8	 
J05096_rna1_at	0.2923	 0.2418	 0.2489	 0.1780	 0.2036	 0.2991	 0.2148	 0.2167	 0.1669	 0.2559	 0.2096	 0.2308	 0.2915	 0.1656	 0.2630	 0.1779	 0.3298	 0.1398	 0.1678	 0.1880	 0.2315	 0.2202	 0.1762	 0.2429	 0.1741	 0.1628	 0.1830	 0.2781	 0.1465	 0.1375	 0.2839	 0.2840	 0.4635	 0.4997	 0.2284	 0.2685	 0.2210	 0.2087	 0.2089	 0.3154	 0.2706	 0.2169
J05125_at	0.8513	 0.7076	 0.5214	 0.5495	 0.6027	 1.0604	 0.6976	 0.5740	 0.4729	 0.8067	 0.7529	 0.6628	 0.5155	 0.4631	 0.7832	 0.4301	 0.7947	 0.4789	 0.5374	 0.6180	 0.6013	 0.6084	 0.5726	 0.7102	 0.5558	 0.5216	 0.6020	 0.4757	 0.4531	 0.4077	 0.7010	 0.8341	 0.7615	 0.8734	 0.7112	 0.8668	 0.6881	 0.6041	 0.6549	 0.9388	 0.9291	 0.8275
J05158_at	0.5896	 0.4518	 0.3574	 0.3767	 0.4070	 0.7203	 0.4864	 0.4337	 0.3058	 0.6907	 0.5493	 0.4019	 0.3519	 0.3011	 0.6596	 0.3148	 0.5706	 0.3583	 0.3556	 0.3889	 0.5469	 0.5766	 0.5115	 0.6359	 0.6428	 0.3103	 0.4629	 0.3186	 0.2915	 0.2441	 0.3843	 0.5358	 0.5830	 0.8180	 0.3553	 0.4859	 0.3759	 0.4510	 0.3736	 0.6326	 0.5181	 0.5659
J05200_rna1_s_at	1.3871	 0.9816	 0.8282	 0.7565	 0.8601	 1.6748	 0.9610	 0.9005	 0.6328	 1.1926	 0.9438	 0.8850	 0.8775	 0.6292	 1.1506	 0.7992	 1.1326	 0.6836	 0.8280	 0.8786	 0.9661	 0.9820	 0.8022	 1.1139	 0.9480	 0.7572	 0.9586	 0.6841	 0.6302	 0.5588	 0.9699	 1.1391	 1.1118	 1.3866	 1.0085	 1.2796	 1.1462	 0.8953	 1.0049	 1.4031	 1.2666	 1.2456
J05213_at	0.8916	 0.6706	 0.5430	 0.5007	 0.6358	 1.1152	 0.6537	 0.5393	 0.4493	 0.7609	 0.5670	 0.5678	 0.4841	 0.4137	 0.7416	 0.4000	 0.7211	 0.4435	 0.4829	 0.5255	 0.6175	 0.5884	 0.5611	 0.7968	 0.5381	 0.4575	 0.5780	 0.4627	 0.4141	 0.3866	 0.6578	 0.7872	 0.7109	 0.8449	 0.6137	 0.7256	 0.6560	 0.5724	 0.6934	 0.9836	 0.8529	 0.8411
J05243_at	0.6144	 0.3535	 0.3911	 0.3527	 0.2903	 0.4250	 0.5185	 0.7447	 0.2265	 0.6548	 0.5190	 0.4567	 0.4412	 0.3576	 0.6130	 0.4898	 0.5269	 0.2855	 0.3840	 0.3236	 0.6108	 0.6553	 0.7307	 1.0996	 0.8313	 0.2867	 0.3871	 0.2998	 0.3654	 0.2188	 0.4747	 0.4628	 0.7556	 0.8849	 0.2985	 0.4117	 0.2862	 0.3371	 0.2712	 0.9732	 0.5902	 0.5734
J05249_at	0.3618	 0.2766	 0.2696	 0.2717	 0.2378	 0.5271	 0.3753	 0.2877	 0.1936	 0.3784	 0.2490	 0.2351	 0.1958	 0.1613	 0.3227	 0.1864	 0.3185	 0.2164	 0.2028	 0.2053	 0.4642	 0.5042	 0.3720	 0.4578	 0.4572	 0.1753	 0.3272	 0.2225	 0.2420	 0.1296	 0.2288	 0.2708	 0.3519	 0.3758	 0.2086	 0.2723	 0.1730	 0.3280	 0.1672	 0.3718	 0.2749	 0.2704
J05252_s_at	0.7527	 0.4637	 0.5361	 0.4378	 0.3980	 0.7696	 0.5458	 0.4313	 0.3077	 0.6609	 0.6058	 0.4564	 0.3870	 0.4586	 0.5659	 0.3271	 0.5438	 0.3403	 0.5819	 0.4029	 0.4081	 0.5240	 0.4019	 0.5319	 0.4699	 0.3471	 0.4800	 0.3435	 0.3005	 0.2681	 0.4384	 0.5307	 0.5498	 0.6828	 0.4251	 0.5429	 0.5373	 0.4719	 0.4546	 0.6437	 0.7465	 0.5877
J05253_s_at	0.5292	 0.3881	 0.2700	 0.2927	 0.3554	 0.5621	 0.3346	 0.2818	 0.2190	 0.4640	 0.3468	 0.2859	 0.2842	 0.2056	 0.3841	 0.2467	 0.3380	 0.2775	 0.2743	 0.3028	 0.3406	 0.3224	 0.3528	 0.3752	 0.3534	 0.2437	 0.3329	 0.2320	 0.1965	 0.2018	 0.3123	 0.4370	 0.3525	 0.4536	 0.2859	 0.3765	 0.2453	 0.3073	 0.2908	 0.4738	 0.6632	 0.3645
J05257_at	0.6187	 0.4313	 0.3764	 0.3586	 0.4394	 0.7446	 0.4829	 0.4335	 0.2836	 0.6525	 0.4572	 0.3821	 0.3591	 0.2834	 0.5625	 0.3193	 0.5356	 0.3443	 0.3371	 0.3590	 0.5610	 0.5406	 0.4951	 0.5894	 0.5575	 0.3099	 0.4317	 0.3136	 0.3069	 0.2367	 0.3717	 0.5168	 0.6382	 0.7622	 0.3243	 0.4269	 0.3296	 0.4420	 0.3798	 0.6651	 0.5347	 0.5702
J05272_at	0.3731	 0.2966	 0.2023	 0.2518	 0.2244	 0.4013	 0.5560	 0.2476	 0.1764	 0.3564	 0.2754	 0.2265	 0.2143	 0.1673	 0.3275	 0.1887	 0.2902	 0.2575	 0.2087	 0.2174	 0.3948	 0.3707	 0.3073	 0.4245	 0.3787	 0.2133	 0.2792	 0.1912	 0.1971	 0.1297	 0.2219	 0.2539	 0.3090	 0.3622	 0.1751	 0.2392	 0.1707	 0.3246	 0.1766	 0.3656	 0.3390	 0.3196
J05401_at	1.0297	 0.8222	 0.5542	 0.6022	 0.7093	 1.2729	 0.8294	 0.7013	 0.5358	 0.9502	 0.7848	 0.7420	 0.5950	 0.5423	 0.9107	 0.5402	 1.0054	 0.5485	 0.6312	 0.6913	 0.8030	 0.8720	 0.7079	 0.9537	 0.7793	 0.6259	 0.7910	 0.5736	 0.6369	 0.4246	 0.8090	 0.9912	 0.8913	 1.0755	 0.8550	 1.0521	 0.7991	 0.7457	 0.7966	 1.2294	 1.0995	 1.0314
J05412_at	0.2807	 0.2407	 0.1795	 0.1742	 0.2081	 0.3498	 0.2103	 0.2016	 0.1536	 0.3328	 0.2631	 0.1954	 0.1926	 0.1522	 0.3060	 0.1649	 0.2709	 0.1986	 0.1963	 0.1901	 0.2900	 0.4135	 0.2624	 0.3367	 0.3171	 0.1662	 2.5820	 0.1702	 0.1475	 0.1347	 0.2293	 0.2976	 0.2484	 0.3637	 0.2218	 0.2912	 0.1886	 0.2336	 0.1914	 0.2822	 0.3026	 0.2727
J05428_at	0.8679	 0.7234	 0.5524	 0.5546	 0.7544	 1.1124	 0.7487	 0.6198	 0.5246	 0.9120	 0.7394	 0.6430	 0.6427	 0.4979	 0.8490	 0.4780	 0.9104	 0.5156	 0.5668	 0.6216	 0.6992	 0.7179	 0.6816	 0.8879	 0.7326	 0.5595	 0.7125	 0.5130	 0.5313	 0.4293	 0.7569	 0.9460	 0.8427	 1.0868	 0.8151	 0.9753	 0.7408	 0.6458	 0.6898	 1.0323	 1.0302	 0.9144
J05448_at	0.3744	 0.2935	 0.2674	 0.2720	 0.2834	 0.5295	 0.3559	 0.2642	 0.2358	 0.4506	 0.3307	 0.2704	 0.2650	 0.2038	 0.3804	 0.2204	 0.3693	 0.2554	 0.2478	 0.2355	 0.5392	 0.4824	 0.4113	 0.5354	 0.5482	 0.2183	 0.3595	 0.2803	 0.2514	 0.1666	 0.2748	 0.3512	 0.3527	 0.4141	 0.2594	 0.3426	 0.2274	 0.3882	 0.2437	 0.4044	 0.3311	 0.3015
J05459_at	0.6116	 0.4575	 0.4472	 0.3825	 0.4795	 0.7288	 0.5027	 0.4420	 0.3091	 0.6589	 0.5158	 0.4548	 0.4195	 0.2909	 0.5892	 0.3341	 0.5357	 0.4082	 0.3984	 0.4380	 0.7174	 0.5483	 0.6648	 0.5752	 0.5841	 0.3430	 0.4768	 0.3674	 0.3397	 0.2785	 0.4508	 0.6335	 0.4873	 0.6563	 0.4326	 0.5616	 0.3756	 0.4204	 0.3877	 0.6121	 0.5536	 0.4765
J05500_at	0.4456	 0.3250	 0.2585	 0.2525	 0.2973	 0.5411	 0.3308	 0.2577	 0.1842	 0.3718	 0.3278	 0.2734	 0.2437	 0.1757	 0.3902	 0.1878	 0.3487	 0.2438	 0.2595	 0.2579	 0.3373	 0.3468	 0.3720	 0.3765	 0.3591	 0.1996	 0.3093	 0.2109	 0.1742	 0.1550	 0.2745	 0.4366	 0.3085	 0.4689	 0.2439	 0.3159	 0.2310	 0.2824	 0.2592	 0.4756	 0.3679	 0.3368
J05556_at	1.1878	 1.0124	 0.6913	 0.6697	 0.8256	 1.5390	 1.0481	 0.7968	 0.6007	 1.2072	 0.9895	 0.8255	 0.6665	 0.5838	 1.0292	 0.5703	 1.0764	 0.6375	 0.7188	 0.8146	 0.8928	 0.9017	 0.9127	 1.0693	 0.8866	 0.7703	 0.8843	 0.6333	 0.5182	 0.5214	 1.0904	 1.2650	 0.8829	 1.3423	 1.0896	 1.3634	 1.0790	 0.8836	 0.8675	 1.2719	 1.4515	 1.1840
J05582_s_at	0.6979	 0.5012	 0.4244	 0.4481	 0.4259	 0.8333	 0.5205	 0.4619	 0.3170	 0.6737	 0.5055	 0.4352	 0.4030	 0.3090	 0.5767	 0.3329	 0.5723	 0.3811	 0.4137	 0.4109	 0.5577	 0.6724	 0.5012	 0.8854	 0.6214	 0.4062	 0.5196	 0.6025	 0.4091	 0.3000	 0.3847	 0.4647	 0.5422	 0.6622	 0.3557	 0.5203	 0.4245	 0.4907	 0.3912	 0.6761	 0.5242	 0.6063
J05614_at	1.1687	 0.5417	 0.4194	 0.6034	 0.4635	 1.7764	 0.8307	 0.6161	 0.2898	 0.8825	 0.3933	 0.2476	 0.2303	 0.2778	 0.6476	 0.2813	 0.5889	 0.5862	 0.2556	 0.2372	 1.5814	 0.4839	 0.5628	 1.2731	 1.4167	 0.2255	 0.8232	 0.3705	 0.5727	 0.1464	 0.2736	 0.2981	 0.3655	 0.4608	 0.4009	 0.3888	 0.2477	 0.5217	 0.3075	 0.6752	 0.3031	 0.3407
J05633_at	0.6544	 0.4590	 0.3585	 0.3675	 0.3703	 0.6943	 0.5373	 0.4106	 0.2969	 0.5701	 0.4436	 0.4150	 0.4060	 0.2927	 0.5907	 0.5469	 0.5993	 0.5720	 0.3385	 0.3518	 0.5575	 0.6360	 0.4389	 0.6979	 0.5509	 0.5494	 0.5215	 0.3444	 0.4442	 0.2567	 0.3952	 0.4878	 0.4964	 0.6450	 0.4020	 0.6188	 0.4059	 0.5330	 0.3988	 0.5895	 0.6071	 0.5630
J05682_at	0.5848	 0.4075	 0.3054	 0.2933	 0.3260	 0.6136	 0.4643	 0.3764	 0.2643	 0.4909	 0.4326	 0.3468	 0.2935	 0.2552	 0.4431	 0.3061	 0.4595	 0.3215	 0.3260	 0.3469	 0.5749	 0.6680	 0.3874	 0.6795	 0.4937	 0.3000	 0.4195	 0.4058	 0.2977	 0.2183	 0.4217	 0.4354	 0.3934	 0.4839	 0.4156	 0.5456	 0.3681	 0.4185	 0.3352	 0.4962	 0.5551	 0.4518
K01160_s_at	1.2479	 1.0101	 0.7351	 0.7161	 0.9200	 1.5292	 0.9254	 0.7547	 0.6404	 1.2786	 0.9439	 0.9452	 0.7219	 0.6577	 1.1380	 0.9552	 1.2667	 0.7268	 0.9362	 0.8704	 1.0197	 1.1582	 1.1937	 0.9973	 0.8422	 0.8481	 1.1948	 0.7043	 0.5440	 0.5989	 1.1975	 1.3839	 0.8844	 1.2872	 1.2348	 1.5180	 1.0432	 1.0016	 1.0789	 1.3488	 1.7586	 1.1076
K01383_at	0.5897	 0.4272	 0.3074	 0.3026	 0.3329	 0.6598	 0.4153	 0.3475	 0.2529	 0.4992	 0.3839	 0.3064	 0.2539	 0.2265	 0.4107	 0.2284	 0.4362	 0.2771	 0.2982	 0.3029	 0.4471	 0.5017	 0.4025	 0.5128	 0.4793	 0.2850	 0.3914	 0.2869	 0.2378	 0.2108	 0.3429	 0.4097	 0.4078	 0.5019	 0.3208	 0.4221	 0.2786	 0.3653	 0.3308	 0.5489	 0.4595	 0.4077
K01396_at	0.7063	 0.5598	 0.4056	 0.4155	 0.4479	 0.7782	 0.5625	 0.4208	 0.3545	 0.6357	 0.5195	 0.4486	 0.3937	 0.3184	 0.6151	 0.3635	 0.5916	 0.4856	 0.4239	 0.4519	 0.6045	 0.6327	 0.5685	 0.7492	 0.5975	 0.3648	 0.6296	 0.3870	 0.3268	 0.2672	 0.4742	 0.4996	 0.5500	 0.6339	 0.4286	 0.7393	 0.4607	 0.5004	 0.3747	 0.6218	 0.6417	 0.6086
K01884_at	0.7184	 0.6293	 0.4298	 0.4720	 0.5232	 0.9024	 0.6104	 0.4830	 0.3817	 0.6694	 0.6027	 0.5042	 0.4118	 0.3673	 0.5952	 0.3489	 0.6218	 0.3975	 0.4547	 0.5102	 0.5527	 0.5575	 0.4894	 0.5967	 0.5470	 0.4081	 0.5241	 0.3931	 0.3445	 0.3069	 0.5596	 0.6361	 0.6251	 0.7263	 0.5645	 0.7135	 0.4878	 0.5093	 0.4511	 0.7845	 0.7231	 0.6326
K01900_at	1.0953	 0.9609	 0.6221	 0.6367	 0.7227	 1.2971	 0.8506	 0.7095	 0.5629	 1.0271	 0.9137	 0.8109	 0.6372	 0.5718	 0.9677	 0.6129	 1.0504	 0.6088	 0.6374	 0.7253	 0.7513	 0.8022	 0.7282	 1.1029	 0.7814	 0.6626	 0.8753	 0.6028	 0.5631	 0.4864	 0.8625	 1.0304	 0.8462	 1.1407	 0.9294	 1.1759	 0.9690	 0.7968	 0.8765	 1.1873	 1.7407	 1.1300
K01911_at	0.5437	 0.4386	 0.3130	 0.2995	 0.3767	 0.6451	 0.5758	 0.3272	 0.2570	 0.5080	 0.3925	 0.4200	 0.3390	 0.2461	 0.4435	 0.2728	 0.4521	 0.2834	 0.3134	 0.3464	 0.5302	 0.5172	 0.3876	 0.4654	 0.4485	 0.2784	 0.6737	 0.3727	 0.2622	 0.2133	 0.3825	 0.4761	 0.4459	 0.5341	 0.3679	 0.4703	 0.3282	 0.3679	 0.3338	 0.5507	 0.4961	 0.4711
K02054_at	0.6591	 0.6008	 0.3754	 0.3720	 0.4182	 0.7813	 0.5278	 0.4397	 0.3368	 0.6306	 0.5305	 0.4154	 0.3365	 0.3192	 0.5297	 0.2984	 0.6113	 0.3287	 0.3737	 0.4091	 0.5006	 0.5755	 0.4518	 0.5819	 0.6030	 0.3557	 0.5609	 0.3529	 0.3331	 0.2721	 0.5139	 0.6037	 0.5456	 0.6545	 0.5124	 0.6395	 0.4737	 0.4708	 0.4592	 0.6834	 0.7324	 0.5974
K02100_at	0.8448	 0.6410	 0.4708	 0.4380	 0.5122	 1.0034	 0.6558	 0.5127	 0.3931	 0.7767	 0.6466	 0.5488	 0.4277	 0.4106	 0.7087	 0.3646	 0.7893	 0.4407	 0.4834	 0.5121	 0.6217	 0.7285	 0.5607	 0.7555	 0.6523	 0.4530	 0.6000	 0.4502	 0.3772	 0.3314	 0.6258	 0.7624	 0.7159	 0.8573	 0.6349	 0.8095	 0.5854	 0.5790	 0.5459	 0.8969	 0.7733	 0.7379
K02215_at	0.2558	 0.2210	 0.1982	 0.1640	 0.1542	 0.2715	 0.1841	 0.1760	 0.1441	 0.2055	 0.1810	 0.2579	 0.3492	 0.1396	 0.4710	 0.2265	 0.4850	 0.1361	 0.1748	 0.1931	 0.1859	 0.1923	 0.1596	 0.1953	 0.1683	 0.1471	 0.1654	 0.1442	 0.1446	 0.1267	 0.2784	 0.2511	 0.3528	 0.3658	 0.1941	 0.2387	 0.2000	 0.1710	 0.1781	 0.2320	 0.2180	 0.2066
K02268_at	0.5707	 0.4642	 0.3369	 0.3681	 0.3888	 0.7187	 0.4513	 0.3520	 0.2843	 0.6176	 0.5322	 0.4061	 0.3522	 0.2933	 0.5921	 0.2769	 0.5468	 0.3341	 0.3631	 0.3992	 0.4742	 0.5003	 0.4444	 0.5272	 0.4666	 0.3073	 0.4221	 0.3013	 0.2716	 0.2343	 0.3864	 0.5064	 0.4962	 0.6511	 0.3625	 0.4861	 0.3604	 0.4144	 0.3463	 0.6132	 0.5168	 0.5350
K02402_at	2.1563	 1.6949	 1.1749	 1.1249	 1.2948	 2.5133	 1.5446	 1.3703	 1.0591	 1.8276	 1.5961	 1.3560	 1.0510	 1.0454	 1.6250	 0.9375	 1.9238	 1.0045	 1.1760	 1.2864	 1.4142	 1.5538	 1.3379	 1.7506	 1.3344	 1.2367	 1.4235	 1.1119	 1.0254	 0.8746	 1.7862	 1.8846	 1.4971	 1.8879	 1.8539	 2.2733	 1.7112	 1.4557	 1.7220	 2.2391	 2.1901	 1.9792
K02405_f_at	0.5242	 0.4549	 0.3341	 0.3319	 0.3855	 0.6150	 0.4278	 0.3356	 0.2727	 0.5006	 0.4450	 0.4214	 0.3819	 0.2959	 0.5799	 0.3605	 0.5811	 0.4379	 0.3798	 0.3711	 0.5055	 0.5980	 0.5224	 0.5819	 0.5977	 0.3184	 0.5271	 0.2881	 0.2982	 0.2393	 0.3375	 0.4284	 0.4160	 0.5508	 0.3389	 0.5897	 0.4394	 0.4713	 0.3236	 0.5456	 0.4447	 0.5824
K02545_cds2_at	1.1063	 0.8281	 0.6233	 0.6115	 0.7048	 1.2610	 0.7970	 0.7330	 0.5272	 1.0255	 0.7816	 0.6412	 0.5673	 0.4991	 0.8980	 0.5014	 0.9326	 0.5341	 0.5962	 0.6404	 0.8043	 0.8395	 0.7475	 0.8766	 0.7999	 0.5558	 0.7306	 0.5638	 0.5108	 0.4548	 0.7503	 0.9323	 0.8196	 1.0844	 0.7522	 0.9443	 0.6950	 0.7450	 0.7930	 1.1757	 0.9583	 0.8786
K02574_at	0.5332	 0.3223	 0.2648	 0.2551	 0.2802	 0.5421	 0.3614	 0.2856	 0.2694	 0.4278	 0.3668	 0.2879	 0.3201	 0.2219	 0.4337	 0.2369	 0.4468	 0.3018	 0.2787	 0.2733	 0.5508	 0.5552	 0.3461	 0.6162	 0.4377	 0.2545	 0.3245	 0.3848	 0.4629	 0.1644	 0.2774	 0.3315	 0.4151	 0.4781	 0.2982	 0.3690	 0.2466	 0.3540	 0.2601	 0.4445	 0.3419	 0.3626
K02765_at	0.4823	 0.2606	 0.2846	 0.2404	 0.2114	 0.3988	 0.4844	 0.2351	 0.1785	 0.3503	 0.2706	 0.3759	 0.4010	 0.1777	 0.7733	 0.8467	 0.9410	 0.3220	 0.3044	 0.2541	 0.6424	 0.4555	 0.2551	 0.3778	 0.3889	 0.6288	 0.2881	 0.2210	 0.2330	 0.1551	 0.2783	 0.2815	 0.3063	 0.3450	 0.2135	 0.4226	 0.3756	 0.3178	 0.2403	 0.3662	 0.3373	 0.5803
K02766_at	0.8517	 0.7578	 0.5236	 0.5046	 0.5860	 1.0266	 0.6834	 0.5692	 0.4694	 0.7825	 0.7281	 0.6602	 0.5291	 0.4764	 0.7863	 0.4908	 0.8315	 0.5046	 0.5639	 0.6469	 0.6481	 0.6760	 0.6060	 0.9326	 0.6406	 0.5556	 0.6972	 0.4894	 0.4722	 0.4384	 0.7937	 0.8323	 0.6650	 0.8490	 0.8036	 1.0431	 0.7586	 0.6608	 0.7109	 0.9300	 1.1864	 1.0093
K02777_s_at	0.5602	 0.4535	 0.3166	 0.3072	 0.3448	 0.6413	 0.5869	 0.3537	 0.2620	 0.5350	 0.4352	 0.3460	 0.3033	 0.2630	 0.4740	 0.2832	 0.4715	 0.3197	 0.3239	 0.3428	 0.3893	 0.3852	 0.4118	 0.4805	 0.4075	 0.3314	 0.4170	 0.2883	 0.2495	 0.2358	 0.4104	 0.5107	 0.4068	 0.5288	 0.4101	 0.5743	 0.3778	 0.3841	 0.3892	 0.5527	 0.6911	 0.5085
K02882_cds1_s_at	0.7651	 0.5663	 0.4618	 0.4222	 0.4759	 0.8343	 0.5372	 0.4565	 0.3175	 0.6639	 0.5424	 0.4453	 0.4235	 0.3231	 0.6636	 0.3672	 0.6707	 0.4153	 0.4409	 0.4075	 0.6316	 0.7984	 0.6770	 0.7524	 0.7183	 0.3812	 0.6809	 0.3883	 0.3510	 0.2710	 0.3956	 0.6008	 0.5619	 0.8009	 0.4027	 0.6649	 0.4491	 0.5215	 0.4834	 0.8881	 0.5323	 0.6900
K03008_cds1_at	0.8110	 0.6013	 0.4740	 0.4805	 0.5645	 0.9426	 0.6284	 0.5623	 0.4035	 0.7722	 0.6164	 0.5227	 0.4451	 0.4008	 0.6968	 0.3978	 0.6759	 0.4190	 0.4612	 0.4917	 0.6077	 0.6518	 0.5542	 0.7740	 0.6321	 0.4328	 0.5517	 0.4275	 0.4105	 0.3364	 0.5712	 0.6917	 0.7059	 0.8293	 0.5684	 0.7166	 0.5437	 0.5546	 0.5881	 0.8296	 0.7460	 0.7010
K03008_cds2_at	0.5366	 0.3912	 0.3050	 0.3908	 0.3494	 0.7391	 0.4206	 0.3729	 0.2588	 0.6275	 0.4788	 0.3260	 0.2951	 0.2525	 0.4779	 0.2638	 0.4674	 0.2823	 0.2956	 0.3215	 0.4359	 0.4779	 0.3912	 0.5229	 0.4758	 0.2907	 0.3768	 0.2792	 0.2600	 0.2203	 0.3454	 0.4604	 0.4765	 0.6202	 0.3456	 0.4431	 0.3214	 0.3641	 0.3403	 0.5481	 0.4673	 0.4693
K03021_at	0.3950	 0.2969	 0.2272	 0.2268	 0.2491	 0.4519	 0.3354	 0.2589	 0.2043	 0.3869	 0.3176	 0.2761	 0.2242	 0.2063	 0.5054	 0.2787	 0.5298	 0.4788	 0.2287	 0.2538	 0.8214	 0.3570	 0.3824	 0.3736	 0.7729	 0.3804	 0.2709	 0.2059	 0.1991	 0.1635	 0.2785	 0.3333	 0.3046	 0.4433	 0.2792	 0.3527	 0.2806	 0.2731	 0.2996	 0.3990	 0.3791	 0.6292
K03183_f_at	0.4509	 0.3424	 0.2738	 0.2527	 0.2967	 0.4659	 0.3496	 0.2821	 0.2191	 0.4554	 0.3738	 0.2825	 0.2916	 0.2254	 0.4610	 0.2549	 0.4205	 0.3226	 0.2896	 0.2648	 0.4709	 0.5927	 0.4204	 0.5091	 0.5344	 0.2547	 0.4068	 0.2380	 0.2591	 0.1860	 0.2141	 0.3187	 0.3397	 0.4842	 0.2102	 0.3140	 0.2593	 0.3407	 0.2358	 0.4302	 0.2958	 0.4408
K03189_f_at	0.4038	 0.3295	 0.2661	 0.2676	 0.3163	 0.4808	 0.3471	 0.2813	 0.2046	 0.5106	 0.3878	 0.2753	 0.3174	 0.2037	 0.4731	 0.2682	 0.3613	 0.3822	 0.2852	 0.2633	 0.5246	 0.5246	 0.4765	 0.4975	 0.5939	 0.2280	 0.3699	 0.2300	 0.2515	 0.1999	 0.2416	 0.3855	 0.3610	 0.5374	 0.2144	 0.3063	 0.2242	 0.3222	 0.2423	 0.3873	 0.2832	 0.3737
K03192_f_at	0.3196	 0.2843	 0.2121	 0.2142	 0.2613	 0.4239	 0.2667	 0.2156	 0.1775	 0.3870	 0.3027	 0.2430	 0.2411	 0.1765	 0.3592	 0.1915	 0.3112	 0.2468	 0.2610	 0.2418	 0.3123	 0.2891	 0.3339	 0.3299	 0.3177	 0.2010	 0.2937	 0.1877	 0.1681	 0.1592	 0.2647	 0.3754	 0.4051	 0.4250	 0.2486	 0.3140	 0.2103	 0.2559	 0.2258	 0.3750	 0.3018	 0.3282
K03195_at	0.3340	 0.2433	 0.2086	 0.2110	 0.2183	 0.3643	 0.2925	 0.2493	 0.1807	 0.3398	 0.2828	 0.2438	 0.2037	 0.1790	 0.3164	 0.1861	 0.3214	 0.2889	 0.1975	 0.2125	 0.2889	 0.3380	 0.2417	 0.4121	 0.3035	 0.1769	 0.2473	 0.2333	 0.2640	 0.1442	 0.2435	 0.2663	 0.2744	 0.3981	 0.2483	 0.2949	 0.2277	 0.3224	 0.2592	 0.3393	 0.3301	 0.2952
K03204_f_at	0.7433	 0.6336	 0.4365	 0.4260	 0.5267	 1.0141	 0.5475	 0.4435	 0.3418	 0.7386	 0.6180	 0.5484	 0.5109	 0.3746	 0.7960	 0.3875	 0.6666	 0.4843	 0.5180	 0.5391	 0.5767	 0.5543	 0.6096	 0.6768	 0.5870	 0.4202	 0.6099	 0.3813	 0.3396	 0.3176	 0.6345	 0.7992	 0.5919	 0.7453	 0.5730	 0.6946	 0.4760	 0.5494	 0.5399	 0.8688	 0.8069	 0.7375
K03207_f_at	0.4802	 0.4449	 0.2887	 0.2889	 0.3462	 0.6461	 0.3920	 0.3046	 0.2290	 0.5160	 0.5039	 0.4014	 0.3427	 0.2672	 0.5515	 0.2684	 0.4780	 0.3442	 0.3597	 0.3748	 0.4181	 0.3940	 0.3980	 0.5160	 0.4221	 0.2797	 0.4139	 0.2573	 0.2329	 0.1978	 0.3880	 0.4891	 0.3842	 0.5345	 0.3527	 0.4798	 0.3226	 0.3827	 0.3295	 0.5242	 0.5429	 0.5147
K03218_at	0.8673	 0.6236	 0.4881	 0.5155	 0.5666	 1.0121	 0.6594	 0.5635	 0.3865	 0.7930	 0.5847	 0.5070	 0.4347	 0.3545	 0.7027	 0.3956	 0.6550	 0.4250	 0.4619	 0.4930	 0.7018	 0.7014	 0.5756	 0.8191	 0.7407	 0.3922	 0.5524	 0.4045	 0.3686	 0.3089	 0.5204	 0.6844	 0.7723	 0.8399	 0.4415	 0.5800	 0.4250	 0.5580	 0.5246	 0.9200	 0.6909	 0.7011
K03430_at	0.3308	 0.2095	 0.1950	 0.2185	 0.2710	 0.3111	 0.2496	 0.1880	 0.1435	 0.2825	 0.1873	 0.2151	 0.1852	 0.1356	 0.3371	 0.2846	 0.3337	 0.2688	 0.1779	 0.1728	 0.6689	 0.6745	 0.2933	 0.2947	 0.5225	 0.3329	 0.2952	 0.2000	 0.2550	 0.1320	 0.1849	 0.2034	 0.2202	 0.2722	 0.1606	 0.5184	 0.2016	 0.2070	 0.1868	 0.2777	 0.2180	 0.3175
K03431_cds1_at	0.6715	 0.5265	 0.3785	 0.3972	 0.4082	 0.7975	 0.4905	 0.4170	 0.3220	 0.6383	 0.5608	 0.4346	 0.4015	 0.3070	 0.6137	 0.3313	 0.5931	 0.4082	 0.4235	 0.4255	 0.5363	 0.5356	 0.5286	 0.6406	 0.5529	 0.3648	 0.5275	 0.3415	 0.3176	 0.2685	 0.4756	 0.5703	 0.4888	 0.6348	 0.4455	 0.5899	 0.4156	 0.4933	 0.4333	 0.6384	 0.6334	 0.5950
